query_id,text,intent,location,target_os,software,condition
q04816,Which computers need Storage for PyCharm?,upgrade_planning,Block A,Windows 10,PyCharm,Storage
q04817,Find systems needing RAM upgrade.,upgrade_planning,Programming Lab,Windows 10,MATLAB,RAM upgrade
q04818,Which systems support Oracle Database in AI Lab?,software_compatibility_check,AI Lab,,Oracle Database,
q04819,Show hardware details for Lab 1.,hardware_query,Lab 1,,,
q04820,Check VMware Workstation compatibility for Library.,software_compatibility_check,Library,,VMware Workstation,
q04821,Is MATLAB supported in Network Lab?,software_compatibility_check,Network Lab,,MATLAB,
q04822,Which operating system is most suitable for Library?,os_recommendation,Library,Fedora 42,,
q04823,Is VS Code supported in Block B?,software_compatibility_check,Block B,,Visual Studio Code,
q04824,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,Android Studio,
q04825,Find systems needing RAM upgrade.,upgrade_planning,AI Lab,Ubuntu 24.04,PyCharm,RAM upgrade
q04826,Plan upgrades for Block A to run Windows 10.,upgrade_planning,Block A,Windows 10,VMware Workstation,Secure Boot
q04827,Which operating system is most suitable for Block B?,os_recommendation,Block B,Linux Mint 22,,
q04828,Which PCs in Programming Lab have 8 GB RAM?,hardware_query,Programming Lab,,,
q04829,Find systems needing TPM.,upgrade_planning,Library,Linux Mint 22,Android Studio,TPM
q04830,Which systems support PyCharm in Block A?,software_compatibility_check,Block A,,PyCharm,
q04831,Show PCs in Block B incompatible with Windows 10.,os_compatibility_check,Block B,Windows 10,,
q04832,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q04833,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,Android Studio,
q04834,Which systems support PyCharm in Block C?,software_compatibility_check,Block C,,PyCharm,
q04835,Display CPU details for Block B.,hardware_query,Block B,,,
q04836,Find software that runs on AI Lab.,reverse_software_lookup,AI Lab,,PyCharm,
q04837,Show PCs in Library incompatible with Ubuntu 24.04.,os_compatibility_check,Library,Ubuntu 24.04,,
q04838,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,MATLAB,
q04839,Best operating system for Programming Lab?,os_recommendation,Programming Lab,Ubuntu 24.04,,
q04840,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,Blender,
q04841,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Fedora 42,AutoCAD,Storage
q04842,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Windows 10,,
q04843,Show PCs in AI Lab incompatible with Ubuntu 24.04.,os_compatibility_check,AI Lab,Ubuntu 24.04,,
q04844,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Ubuntu 24.04,,
q04845,Best operating system for Library?,os_recommendation,Library,Linux Mint 22,,
q04846,Which computers in Block C can run Fedora 42?,os_compatibility_check,Block C,Fedora 42,,
q04847,What upgrades are required in AI Lab?,upgrade_planning,AI Lab,Linux Mint 22,Blender,CPU
q04848,Can computers in Library run VMware Workstation?,software_compatibility_check,Library,,VMware Workstation,
q04849,Is PyCharm supported in Library?,software_compatibility_check,Library,,PyCharm,
q04850,Which systems support Blender in Block A?,software_compatibility_check,Block A,,Blender,
q04851,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,MATLAB,
q04852,Which operating system is most suitable for Block C?,os_recommendation,Block C,Linux Mint 22,,
q04853,What upgrades are required in Library?,upgrade_planning,Library,Linux Mint 22,VMware Workstation,CPU
q04854,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q04855,What upgrades are required in Programming Lab?,upgrade_planning,Programming Lab,Debian 13,Blender,Storage
q04856,Find systems needing TPM.,upgrade_planning,Network Lab,Linux Mint 22,VMware Workstation,TPM
q04857,Can computers in Network Lab run VMware Workstation?,software_compatibility_check,Network Lab,,VMware Workstation,
q04858,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q04859,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q04860,Which systems support PyCharm in Library?,software_compatibility_check,Library,,PyCharm,
q04861,Find systems needing Secure Boot.,upgrade_planning,Lab 2,Linux Mint 22,MATLAB,Secure Boot
q04862,List software supported by PCs in AI Lab.,reverse_software_lookup,AI Lab,,MATLAB,
q04863,Display CPU details for Block C.,hardware_query,Block C,,,
q04864,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Fedora 42,,
q04865,Show PCs in Block C incompatible with Ubuntu 24.04.,os_compatibility_check,Block C,Ubuntu 24.04,,
q04866,Is Blender supported in Block B?,software_compatibility_check,Block B,,Blender,
q04867,Display CPU details for Block A.,hardware_query,Block A,,,
q04868,What applications are compatible with Network Lab computers?,reverse_software_lookup,Network Lab,,Blender,
q04869,Which computers need GPU for AutoCAD 2026?,upgrade_planning,Library,Debian 13,AutoCAD,GPU
q04870,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q04871,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q04872,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q04873,List computers with SSD in Lab 2.,hardware_query,Lab 2,,,
q04874,What upgrades are required in Programming Lab?,upgrade_planning,Programming Lab,Linux Mint 22,Android Studio,TPM
q04875,Is PyCharm supported in Block B?,software_compatibility_check,Block B,,PyCharm,
q04876,Is Android Studio supported in Block C?,software_compatibility_check,Block C,,Android Studio,
q04877,List computers with SSD in Network Lab.,hardware_query,Network Lab,,,
q04878,Display CPU details for Network Lab.,hardware_query,Network Lab,,,
q04879,Best operating system for Block C?,os_recommendation,Block C,Fedora 42,,
q04880,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,AutoCAD,
q04881,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q04882,Which computers in Block C can run Linux Mint 22?,os_compatibility_check,Block C,Linux Mint 22,,
q04883,Which computers in Network Lab can run Debian 13?,os_compatibility_check,Network Lab,Debian 13,,
q04884,What upgrades are required in Programming Lab?,upgrade_planning,Programming Lab,Linux Mint 22,Blender,CPU
q04885,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,Android Studio,
q04886,List computers with SSD in AI Lab.,hardware_query,AI Lab,,,
q04887,Which computers in AI Lab can run Windows 10?,os_compatibility_check,AI Lab,Windows 10,,
q04888,Best operating system for Block A?,os_recommendation,Block A,Ubuntu 24.04,,
q04889,Show PCs in Lab 1 incompatible with Linux Mint 22.,os_compatibility_check,Lab 1,Linux Mint 22,,
q04890,Best operating system for Block A?,os_recommendation,Block A,Windows 10,,
q04891,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Linux Mint 22,Blender,GPU
q04892,Can systems in Lab 1 support Debian 13?,os_compatibility_check,Lab 1,Debian 13,,
q04893,List computers with SSD in Block A.,hardware_query,Block A,,,
q04894,Best operating system for Block C?,os_recommendation,Block C,Ubuntu 24.04,,
q04895,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,Blender,
q04896,Can computers in Programming Lab run Blender?,software_compatibility_check,Programming Lab,,Blender,
q04897,Recommend the best OS for Programming Lab.,os_recommendation,Programming Lab,Fedora 42,,
q04898,Which computers need Storage for PyCharm?,upgrade_planning,Lab 2,Ubuntu 24.04,PyCharm,Storage
q04899,Show PCs in Network Lab incompatible with Windows 10.,os_compatibility_check,Network Lab,Windows 10,,
q04900,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,AutoCAD,
q04901,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,Blender,
q04902,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,Visual Studio Code,
q04903,Find software that runs on Library.,reverse_software_lookup,Library,,MATLAB,
q04904,Plan upgrades for Programming Lab to run Debian 13.,upgrade_planning,Programming Lab,Debian 13,Blender,Secure Boot
q04905,Is PyCharm supported in Block B?,software_compatibility_check,Block B,,PyCharm,
q04906,Display CPU details for Library.,hardware_query,Library,,,
q04907,Suggest an OS for computers in Network Lab.,os_recommendation,Network Lab,Fedora 42,,
q04908,Check Oracle Database compatibility for Block B.,software_compatibility_check,Block B,,Oracle Database,
q04909,Is VMware Workstation supported in Programming Lab?,software_compatibility_check,Programming Lab,,VMware Workstation,
q04910,What upgrades are required in Block A?,upgrade_planning,Block A,Ubuntu 24.04,MATLAB,TPM
q04911,What applications are compatible with AI Lab computers?,reverse_software_lookup,AI Lab,,Oracle Database,
q04912,Can systems in Block C support Windows 11?,os_compatibility_check,Block C,Windows 11,,
q04913,Can systems in AI Lab support Windows 10?,os_compatibility_check,AI Lab,Windows 10,,
q04914,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q04915,Show hardware details for Lab 1.,hardware_query,Lab 1,,,
q04916,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,AutoCAD,
q04917,Show hardware details for Programming Lab.,hardware_query,Programming Lab,,,
q04918,Is AutoCAD 2026 supported in Block B?,software_compatibility_check,Block B,,AutoCAD,
q04919,Can systems in Programming Lab support Debian 13?,os_compatibility_check,Programming Lab,Debian 13,,
q04920,Show PCs in Library incompatible with Windows 11.,os_compatibility_check,Library,Windows 11,,
q04921,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q04922,Recommend the best OS for Programming Lab.,os_recommendation,Programming Lab,Windows 11,,
q04923,List computers with SSD in AI Lab.,hardware_query,AI Lab,,,
q04924,Which computers need GPU for AutoCAD 2026?,upgrade_planning,Block B,Ubuntu 24.04,AutoCAD,GPU
q04925,Is VS Code supported in AI Lab?,software_compatibility_check,AI Lab,,Visual Studio Code,
q04926,Which computers need Storage for VMware Workstation?,upgrade_planning,Block B,Ubuntu 24.04,VMware Workstation,Storage
q04927,Suggest an OS for computers in Block B.,os_recommendation,Block B,Debian 13,,
q04928,Display CPU details for Programming Lab.,hardware_query,Programming Lab,,,
q04929,Recommend the best OS for Lab 1.,os_recommendation,Lab 1,Linux Mint 22,,
q04930,Best operating system for Block C?,os_recommendation,Block C,Windows 10,,
q04931,Can computers in Network Lab run Blender?,software_compatibility_check,Network Lab,,Blender,
q04932,Display CPU details for AI Lab.,hardware_query,AI Lab,,,
q04933,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,VMware Workstation,
q04934,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q04935,Plan upgrades for Lab 1 to run Windows 10.,upgrade_planning,Lab 1,Windows 10,Oracle Database,RAM upgrade
q04936,Plan upgrades for Library to run Linux Mint 22.,upgrade_planning,Library,Linux Mint 22,VMware Workstation,GPU
q04937,Find software that runs on Library.,reverse_software_lookup,Library,,AutoCAD,
q04938,Display CPU details for Block B.,hardware_query,Block B,,,
q04939,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,Blender,
q04940,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,VMware Workstation,
q04941,Which systems support VS Code in Lab 2?,software_compatibility_check,Lab 2,,Visual Studio Code,
q04942,Which systems support Android Studio in Block B?,software_compatibility_check,Block B,,Android Studio,
q04943,Check AutoCAD 2026 compatibility for Block A.,software_compatibility_check,Block A,,AutoCAD,
q04944,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Windows 11,,
q04945,Plan upgrades for Network Lab to run Fedora 42.,upgrade_planning,Network Lab,Fedora 42,PyCharm,RAM upgrade
q04946,Find systems needing RAM upgrade.,upgrade_planning,AI Lab,Linux Mint 22,PyCharm,RAM upgrade
q04947,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q04948,Check MATLAB compatibility for Block A.,software_compatibility_check,Block A,,MATLAB,
q04949,Find software that runs on Block A.,reverse_software_lookup,Block A,,PyCharm,
q04950,Can systems in Lab 1 support Windows 10?,os_compatibility_check,Lab 1,Windows 10,,
q04951,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,PyCharm,
q04952,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Debian 13,Android Studio,GPU
q04953,Is AutoCAD 2026 supported in Library?,software_compatibility_check,Library,,AutoCAD,
q04954,Which systems support MATLAB in AI Lab?,software_compatibility_check,AI Lab,,MATLAB,
q04955,Suggest an OS for computers in Network Lab.,os_recommendation,Network Lab,Linux Mint 22,,
q04956,Which computers in Lab 1 can run Fedora 42?,os_compatibility_check,Lab 1,Fedora 42,,
q04957,List machines in Lab 1 that meet Fedora 42 requirements.,os_compatibility_check,Lab 1,Fedora 42,,
q04958,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,Visual Studio Code,
q04959,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,PyCharm,
q04960,Find software that runs on Programming Lab.,reverse_software_lookup,Programming Lab,,Android Studio,
q04961,Can computers in Block B run PyCharm?,software_compatibility_check,Block B,,PyCharm,
q04962,Which computers in Library can run Fedora 42?,os_compatibility_check,Library,Fedora 42,,
q04963,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Windows 11,,
q04964,Check VMware Workstation compatibility for Block C.,software_compatibility_check,Block C,,VMware Workstation,
q04965,Which computers need TPM for VMware Workstation?,upgrade_planning,Network Lab,Windows 11,VMware Workstation,TPM
q04966,Suggest an OS for computers in Block B.,os_recommendation,Block B,Windows 11,,
q04967,Which systems support VMware Workstation in Library?,software_compatibility_check,Library,,VMware Workstation,
q04968,What applications are compatible with Block C computers?,reverse_software_lookup,Block C,,PyCharm,
q04969,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q04970,Is PyCharm supported in Network Lab?,software_compatibility_check,Network Lab,,PyCharm,
q04971,What upgrades are required in Block C?,upgrade_planning,Block C,Fedora 42,VMware Workstation,RAM upgrade
q04972,Which systems support MATLAB in Block C?,software_compatibility_check,Block C,,MATLAB,
q04973,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Fedora 42,,
